SUID,Class Code*,Term,max(`Credits Attempted`),first(`Start Time`),first(`End Time`),max(MondayDummy),max(TuesdayDummy),max(WednesdayDummy),max(ThursdayDummy),max(FridayDummy),max(SaturdayDummy),max(SundayDummy),College,Major Desc,Sport
200943560,ACC151,Fall 2023,4,12:30:00,13:50:00,0,1,0,1,1,0,0,Management,Real Estate-U,Men's Women's Spirit Teams
200943560,ACC252,Spring 2024,3,15:45:00,17:05:00,1,0,1,0,0,0,0,Management,Real Estate-U,Men's Women's Spirit Teams
200943560,ECN101,Fall 2023,3,14:15:00,15:35:00,1,0,1,0,0,0,0,Management,Real Estate-U,Men's Women's Spirit Teams
200943560,ECN102,Spring 2024,3,15:30:00,16:50:00,0,1,0,1,0,0,0,Management,Real Estate-U,Men's Women's Spirit Teams
200943560,FYS101,Fall 2023,1,NA,NA,0,0,0,1,0,0,0,Management,Real Estate-U,Men's Women's Spirit Teams
200943560,LPP255,Spring 2024,3,14:00:00,15:20:00,0,1,0,1,0,0,0,Management,Real Estate-U,Men's Women's Spirit Teams
200943560,MAS261,Spring 2024,3,14:15:00,15:35:00,1,0,1,0,0,0,0,Management,Real Estate-U,Men's Women's Spirit Teams
200943560,NSD225,Spring 2024,3,11:00:00,12:20:00,0,1,0,1,0,0,0,Management,Real Estate-U,Men's Women's Spirit Teams
200943560,PSY205,Fall 2023,3,08:25:00,09:20:00,1,0,1,0,0,0,0,Management,Real Estate-U,Men's Women's Spirit Teams
200943560,SOM122,Fall 2023,3,10:35:00,11:30:00,1,0,1,0,1,0,0,Management,Real Estate-U,Men's Women's Spirit Teams
200943560,WRT105,Fall 2023,3,11:00:00,12:20:00,0,1,0,1,0,0,0,Management,Real Estate-U,Men's Women's Spirit Teams
201493965,ANT111,Fall 2023,3,14:15:00,15:10:00,1,0,1,1,0,0,0,Arts & Sciences,Maxwell (Undeclared),Women's Rowing
201493965,ANT185,Spring 2024,3,09:30:00,10:25:00,0,1,0,1,1,0,0,Arts & Sciences,Maxwell (Undeclared),Women's Rowing
201493965,COM107,Spring 2024,3,11:00:00,12:20:00,0,1,0,1,0,0,0,Arts & Sciences,Maxwell (Undeclared),Women's Rowing
201493965,ENG145,Spring 2024,3,14:15:00,15:10:00,1,0,1,0,1,0,0,Arts & Sciences,Maxwell (Undeclared),Women's Rowing
201493965,FYS101,Fall 2023,1,NA,NA,0,0,0,0,1,0,0,Arts & Sciences,Maxwell (Undeclared),Women's Rowing
201493965,GEO155,Fall 2023,3,11:00:00,11:55:00,0,1,0,1,1,0,0,Arts & Sciences,Maxwell (Undeclared),Women's Rowing
201493965,PSC124,Spring 2024,3,10:35:00,11:30:00,1,0,1,0,1,0,0,Arts & Sciences,Maxwell (Undeclared),Women's Rowing
201493965,SPA102,Fall 2023,4,09:30:00,10:25:00,1,1,1,1,0,0,0,Arts & Sciences,Maxwell (Undeclared),Women's Rowing
201493965,SPA201,Spring 2024,4,12:45:00,13:40:00,0,1,1,1,0,0,0,Arts & Sciences,Maxwell (Undeclared),Women's Rowing
201493965,WRT105,Fall 2023,3,10:35:00,11:30:00,1,0,1,0,1,0,0,Arts & Sciences,Maxwell (Undeclared),Women's Rowing
201721898,ANT121,Fall 2023,3,10:35:00,11:30:00,1,0,1,0,1,0,0,Arts & Sciences,Biology,Men's Women's Spirit Teams
201721898,BIO121,Fall 2023,3,18:45:00,20:15:00,1,0,1,0,0,0,0,Arts & Sciences,Biology,Men's Women's Spirit Teams
201721898,BIO122,Fall 2023,1,09:30:00,12:20:00,0,0,0,0,1,0,0,Arts & Sciences,Biology,Men's Women's Spirit Teams
201721898,BIO123,Spring 2024,3,19:00:00,20:30:00,1,0,1,0,0,0,0,Arts & Sciences,Biology,Men's Women's Spirit Teams
201721898,BIO224,Spring 2024,2,12:45:00,16:15:00,0,0,0,0,1,0,0,Arts & Sciences,Biology,Men's Women's Spirit Teams
201721898,FYS101,Fall 2023,1,NA,NA,1,0,0,0,1,0,0,Arts & Sciences,Biology,Men's Women's Spirit Teams
201721898,HUM145,Spring 2024,3,08:00:00,09:20:00,0,1,0,1,0,0,0,Arts & Sciences,Biology,Men's Women's Spirit Teams
201721898,LIN201,Fall 2023,3,11:40:00,12:35:00,1,0,1,1,0,0,0,Arts & Sciences,Biology,Men's Women's Spirit Teams
201721898,MAT121,Fall 2023,4,14:15:00,15:35:00,1,0,1,1,0,0,0,Arts & Sciences,Biology,Men's Women's Spirit Teams
201721898,PHP219,Spring 2024,3,15:30:00,16:50:00,0,1,0,1,0,0,0,Arts & Sciences,Biology,Men's Women's Spirit Teams
201721898,PSY205,Spring 2024,3,09:30:00,10:25:00,1,0,1,0,0,0,0,Arts & Sciences,Biology,Men's Women's Spirit Teams
201721898,SOC102,Spring 2024,3,11:40:00,12:35:00,1,0,1,0,1,0,0,Arts & Sciences,Biology,Men's Women's Spirit Teams
202276901,CFE444,Fall 2023,3,15:45:00,18:30:00,0,0,1,0,0,0,0,Sport and Human Dynamics,Social Work,Men's Women's Spirit Teams
202276901,COU585,Spring 2024,3,11:00:00,12:20:00,0,1,0,1,0,0,0,Sport and Human Dynamics,Social Work,Men's Women's Spirit Teams
202276901,FST412,Spring 2024,3,18:30:00,21:15:00,0,1,0,0,0,0,0,Sport and Human Dynamics,Social Work,Men's Women's Spirit Teams
202276901,SWK401,Fall 2023,3,11:00:00,12:20:00,0,1,0,1,0,0,0,Sport and Human Dynamics,Social Work,Men's Women's Spirit Teams
202276901,SWK402,Spring 2024,3,15:30:00,16:50:00,0,1,0,1,0,0,0,Sport and Human Dynamics,Social Work,Men's Women's Spirit Teams
202276901,SWK435,Fall 2023,5,NA,NA,0,0,0,0,0,0,0,Sport and Human Dynamics,Social Work,Men's Women's Spirit Teams
202276901,SWK436,Fall 2023,1,17:00:00,18:20:00,0,1,0,0,0,0,0,Sport and Human Dynamics,Social Work,Men's Women's Spirit Teams
202276901,SWK445,Spring 2024,5,NA,NA,0,0,0,0,0,0,0,Sport and Human Dynamics,Social Work,Men's Women's Spirit Teams
202276901,SWK446,Spring 2024,1,17:00:00,18:20:00,0,1,0,0,0,0,0,Sport and Human Dynamics,Social Work,Men's Women's Spirit Teams
202436082,DES100,Fall 2023,1,17:15:00,18:35:00,1,0,0,0,0,0,0,Visual & Performing Arts,Industrial and Interaction Dsg,Men's Track
202436082,DES101,Fall 2023,3,15:45:00,17:05:00,1,0,1,0,0,0,0,Visual & Performing Arts,Industrial and Interaction Dsg,Men's Track
202436082,DES103,Fall 2023,3,09:30:00,12:00:00,1,0,1,0,0,0,0,Visual & Performing Arts,Industrial and Interaction Dsg,Men's Track
202436082,DES113,Fall 2023,3,14:15:00,15:35:00,1,0,1,0,0,0,0,Visual & Performing Arts,Industrial and Interaction Dsg,Men's Track
202436082,DES114,Spring 2024,3,14:15:00,15:35:00,1,0,1,0,0,0,0,Visual & Performing Arts,Industrial and Interaction Dsg,Men's Track
202436082,FYS101,Fall 2023,1,NA,NA,0,0,0,0,1,0,0,Visual & Performing Arts,Industrial and Interaction Dsg,Men's Track
202436082,IND104,Spring 2024,3,14:00:00,16:30:00,0,1,0,1,0,0,0,Visual & Performing Arts,Industrial and Interaction Dsg,Men's Track
202436082,IND128,Spring 2024,3,17:00:00,19:15:00,0,1,0,1,0,0,0,Visual & Performing Arts,Industrial and Interaction Dsg,Men's Track
202436082,IND132,Spring 2024,3,09:30:00,11:45:00,0,1,0,1,0,0,0,Visual & Performing Arts,Industrial and Interaction Dsg,Men's Track
202436082,PED259,Fall 2023,1,00:00:00,00:00:00,0,0,0,0,0,0,0,Visual & Performing Arts,Industrial and Interaction Dsg,Men's Track
202436082,WRT105,Fall 2023,3,08:25:00,09:20:00,1,0,1,0,1,0,0,Visual & Performing Arts,Industrial and Interaction Dsg,Men's Track
202666620,AAS138,Spring 2024,3,08:00:00,09:20:00,1,0,1,0,0,0,0,Sport and Human Dynamics,Sport&Human Dynamic-Undeclared,Football
202666620,FST102,Fall 2023,3,12:30:00,13:50:00,0,1,0,1,0,0,0,Sport and Human Dynamics,Food Studies,Football
202666620,FST102,Spring 2024,3,12:30:00,13:50:00,0,1,0,1,0,0,0,Sport and Human Dynamics,Sport&Human Dynamic-Undeclared,Football
202666620,FYS101,Fall 2023,1,NA,NA,0,0,0,1,0,0,0,Sport and Human Dynamics,Food Studies,Football
202666620,HFS202,Spring 2024,3,14:15:00,15:35:00,1,0,1,0,0,0,0,Sport and Human Dynamics,Sport&Human Dynamic-Undeclared,Football
202666620,MAT121,Fall 2023,4,15:45:00,17:05:00,1,1,1,0,0,0,0,Sport and Human Dynamics,Food Studies,Football
202666620,NSD114,Fall 2023,2,14:15:00,15:35:00,0,0,1,0,0,0,0,Sport and Human Dynamics,Food Studies,Football
202666620,NSD225,Fall 2023,3,15:30:00,16:50:00,0,1,0,1,0,0,0,Sport and Human Dynamics,Food Studies,Football
202666620,REL347,Spring 2024,3,11:00:00,12:20:00,0,1,0,1,0,0,0,Sport and Human Dynamics,Sport&Human Dynamic-Undeclared,Football
202666620,SOC101,Spring 2024,3,12:45:00,13:40:00,1,0,1,0,1,0,0,Sport and Human Dynamics,Sport&Human Dynamic-Undeclared,Football
202666620,WRT105,Fall 2023,3,17:15:00,18:35:00,1,0,1,0,0,0,0,Sport and Human Dynamics,Food Studies,Football
204052696,CRS325,Fall 2023,3,14:15:00,15:35:00,1,0,1,0,0,0,0,Sport and Human Dynamics,Health and Exercise Science,Women's Soccer
204052696,EXE195,Fall 2023,3,09:30:00,10:25:00,1,0,1,0,0,0,0,Sport and Human Dynamics,Health and Exercise Science,Women's Soccer
204052696,EXE282,Spring 2024,3,08:00:00,09:20:00,0,1,0,1,0,0,0,Sport and Human Dynamics,Health and Exercise Science,Women's Soccer
204052696,EXE339,Spring 2024,3,12:45:00,14:05:00,1,0,1,0,0,0,0,Sport and Human Dynamics,Health and Exercise Science,Women's Soccer
204052696,EXE375,Spring 2024,0,NA,NA,0,0,0,0,0,0,0,Sport and Human Dynamics,Health and Exercise Science,Women's Soccer
204052696,EXE408,Spring 2024,3,08:00:00,09:20:00,1,0,1,0,0,0,0,Sport and Human Dynamics,Health and Exercise Science,Women's Soccer
204052696,EXE415,Spring 2024,3,17:15:00,20:00:00,0,0,1,0,0,0,0,Sport and Human Dynamics,Health and Exercise Science,Women's Soccer
204052696,EXE417,Fall 2023,3,18:45:00,20:05:00,1,0,1,0,0,0,0,Sport and Human Dynamics,Health and Exercise Science,Women's Soccer
204052696,EXE435,Spring 2024,3,09:30:00,10:25:00,1,0,1,0,1,0,0,Sport and Human Dynamics,Health and Exercise Science,Women's Soccer
204052696,EXE464,Spring 2024,1,NA,NA,0,0,0,0,0,0,0,Sport and Human Dynamics,Health and Exercise Science,Women's Soccer
204052696,EXE500,Spring 2024,3,09:30:00,10:50:00,0,1,0,1,0,0,0,Sport and Human Dynamics,Health and Exercise Science,Women's Soccer
204052696,HEA332,Fall 2023,3,NA,NA,0,0,0,0,0,0,0,Sport and Human Dynamics,Health and Exercise Science,Women's Soccer
204052696,PHP318,Fall 2023,3,NA,NA,1,0,0,0,0,0,0,Sport and Human Dynamics,Health and Exercise Science,Women's Soccer
204880683,ECS221,Fall 2023,3,10:35:00,11:30:00,1,0,1,0,1,0,0,Engineering & Computer Science,Aerospace Engineering,Men's Crew
204880683,ECS222,Spring 2024,3,11:40:00,12:35:00,1,0,1,0,0,0,0,Engineering & Computer Science,Aerospace Engineering,Men's Crew
204880683,ECS325,Spring 2024,4,11:40:00,12:35:00,1,0,1,0,1,0,0,Engineering & Computer Science,Aerospace Engineering,Men's Crew
204880683,ECS326,Fall 2023,3,15:30:00,16:50:00,0,1,0,1,0,0,0,Engineering & Computer Science,Aerospace Engineering,Men's Crew
204880683,MAE251,Spring 2024,3,14:00:00,15:20:00,0,1,1,1,0,0,0,Engineering & Computer Science,Aerospace Engineering,Men's Crew
204880683,MAT532,Spring 2024,3,09:30:00,10:50:00,0,1,0,1,0,0,0,Engineering & Computer Science,Aerospace Engineering,Men's Crew
204880683,MAT581,Fall 2023,3,11:00:00,12:20:00,0,1,0,1,0,0,0,Engineering & Computer Science,Aerospace Engineering,Men's Crew
204880683,PED259,Spring 2024,1,00:00:00,00:00:00,0,0,0,0,0,0,0,Engineering & Computer Science,Aerospace Engineering,Men's Crew
204880683,PHY212,Fall 2023,3,09:30:00,10:50:00,0,1,1,1,1,0,0,Engineering & Computer Science,Aerospace Engineering,Men's Crew
204880683,PHY222,Fall 2023,1,NA,NA,1,0,0,0,0,0,0,Engineering & Computer Science,Aerospace Engineering,Men's Crew
206369066,CRS100,Fall 2023,1,11:40:00,12:35:00,0,0,1,0,0,0,0,Visual & Performing Arts,Comm & Rhetorical Studies,Men's Basketball
206369066,CRS181,Fall 2023,3,09:30:00,10:25:00,1,0,1,0,1,0,0,Visual & Performing Arts,Comm & Rhetorical Studies,Men's Basketball
206369066,CRS183,Spring 2024,3,11:40:00,12:35:00,1,0,1,0,1,0,0,Visual & Performing Arts,Comm & Rhetorical Studies,Men's Basketball
206369066,CRS225,Fall 2023,3,12:45:00,13:40:00,1,0,1,0,1,0,0,Visual & Performing Arts,Comm & Rhetorical Studies,Men's Basketball
206369066,CRS287,Spring 2024,3,12:30:00,13:25:00,0,1,1,1,0,0,0,Visual & Performing Arts,Comm & Rhetorical Studies,Men's Basketball
206369066,FYS101,Fall 2023,1,NA,NA,0,0,0,0,1,0,0,Visual & Performing Arts,Comm & Rhetorical Studies,Men's Basketball
206369066,HST300,Spring 2024,3,12:45:00,14:05:00,1,0,1,0,0,0,0,Visual & Performing Arts,Comm & Rhetorical Studies,Men's Basketball
206369066,HST358,Fall 2023,3,NA,NA,0,0,0,0,0,0,0,Visual & Performing Arts,Comm & Rhetorical Studies,Men's Basketball
206369066,PAI300,Spring 2024,3,11:00:00,12:20:00,0,1,0,1,0,0,0,Visual & Performing Arts,Comm & Rhetorical Studies,Men's Basketball
206369066,PED259,Fall 2023,0,00:00:00,00:00:00,0,0,0,0,0,0,0,Visual & Performing Arts,Comm & Rhetorical Studies,Men's Basketball
206369066,PED259,Spring 2024,1,00:00:00,00:00:00,0,0,0,0,0,0,0,Visual & Performing Arts,Comm & Rhetorical Studies,Men's Basketball
206369066,PSC200,Fall 2023,3,12:30:00,13:50:00,0,1,0,1,0,0,0,Visual & Performing Arts,Comm & Rhetorical Studies,Men's Basketball
206882698,ANT467,Spring 2024,3,12:45:00,14:05:00,1,0,1,0,0,0,0,Arts & Sciences,Sociology,Women's Softball
206882698,EAR104,Fall 2023,1,11:40:00,13:40:00,1,0,0,0,0,0,0,Arts & Sciences,Sociology,Women's Softball
206882698,ENG151,Fall 2023,3,14:15:00,15:35:00,1,0,1,0,0,0,0,Arts & Sciences,Sociology,Women's Softball
206882698,PAI300,Spring 2024,3,11:00:00,12:20:00,0,1,0,1,0,0,0,Arts & Sciences,Sociology,Women's Softball
206882698,PED259,Spring 2024,1,00:00:00,00:00:00,0,0,0,0,0,0,0,Arts & Sciences,Sociology,Women's Softball
206882698,PHP436,Spring 2024,3,14:15:00,15:35:00,1,0,1,0,0,0,0,Arts & Sciences,Sociology,Women's Softball
206882698,PSY393,Fall 2023,3,15:45:00,17:05:00,1,0,1,0,0,0,0,Arts & Sciences,Sociology,Women's Softball
206882698,REL244,Fall 2023,3,08:00:00,09:20:00,0,1,0,1,0,0,0,Arts & Sciences,Sociology,Women's Softball
206882698,SOC334,Spring 2024,3,15:45:00,17:05:00,1,0,1,0,0,0,0,Arts & Sciences,Sociology,Women's Softball
206882698,SOC343,Fall 2023,3,17:00:00,19:45:00,0,0,0,1,0,0,0,Arts & Sciences,Sociology,Women's Softball
206882698,SOC367,Fall 2023,3,14:00:00,15:20:00,0,1,0,1,0,0,0,Arts & Sciences,Sociology,Women's Softball
206882698,WRT205,Spring 2024,3,15:30:00,16:50:00,0,1,0,1,0,0,0,Arts & Sciences,Sociology,Women's Softball
206963740,HOM267,Fall 2023,3,11:00:00,12:20:00,0,1,0,1,0,0,0,Arts & Sciences,History,Men's Crew
206963740,HST102,Spring 2024,3,10:35:00,11:30:00,1,0,1,0,1,0,0,Arts & Sciences,History,Men's Crew
206963740,HST111,Fall 2023,3,11:40:00,12:35:00,1,0,1,0,1,0,0,Arts & Sciences,History,Men's Crew
206963740,HST122,Spring 2024,3,NA,NA,0,0,0,0,0,0,0,Arts & Sciences,History,Men's Crew
206963740,HST300,Fall 2023,3,14:00:00,15:20:00,0,1,0,1,0,0,0,Arts & Sciences,History,Men's Crew
206963740,HST300,Spring 2024,3,12:30:00,13:50:00,0,1,0,1,0,0,0,Arts & Sciences,History,Men's Crew
206963740,HST317,Fall 2023,3,12:30:00,13:50:00,0,1,0,1,0,0,0,Arts & Sciences,History,Men's Crew
206963740,HST386,Fall 2023,3,12:45:00,14:05:00,1,0,1,0,0,0,0,Arts & Sciences,History,Men's Crew
206963740,HST401,Spring 2024,3,12:45:00,15:30:00,1,0,0,0,0,0,0,Arts & Sciences,History,Men's Crew
206963740,MAT222,Spring 2024,3,11:00:00,12:20:00,0,1,0,1,0,0,0,Arts & Sciences,History,Men's Crew
206963740,MAX132,Spring 2024,3,09:30:00,10:25:00,1,0,1,0,0,0,0,Arts & Sciences,History,Men's Crew
206963740,PED201,Spring 2024,1,14:00:00,15:20:00,0,1,0,1,0,0,0,Arts & Sciences,History,Men's Crew
209082068,ACC201,Fall 2023,3,12:30:00,13:50:00,0,1,0,1,0,0,0,Sport and Human Dynamics,Sport Management,Men's Basketball
209082068,ASL101,Fall 2023,4,NA,NA,0,0,0,0,1,0,0,Sport and Human Dynamics,Sport Management,Men's Basketball
209082068,ASL102,Spring 2024,4,14:15:00,15:35:00,1,0,1,0,1,0,0,Sport and Human Dynamics,Sport Management,Men's Basketball
209082068,ECN101,Spring 2024,3,11:00:00,12:20:00,0,1,0,1,0,0,0,Sport and Human Dynamics,Sport Management,Men's Basketball
209082068,PED259,Spring 2024,1,00:00:00,00:00:00,0,0,0,0,0,0,0,Sport and Human Dynamics,Sport Management,Men's Basketball
209082068,PHI245,Fall 2023,3,11:40:00,12:35:00,1,0,1,0,1,0,0,Sport and Human Dynamics,Sport Management,Men's Basketball
209082068,REL103,Fall 2023,3,NA,NA,0,0,0,0,0,0,0,Sport and Human Dynamics,Sport Management,Men's Basketball
209082068,SPM215,Fall 2023,3,12:45:00,14:05:00,1,0,1,0,0,0,0,Sport and Human Dynamics,Sport Management,Men's Basketball
209082068,SPM225,Fall 2023,3,11:00:00,12:20:00,0,1,0,1,0,0,0,Sport and Human Dynamics,Sport Management,Men's Basketball
209082068,SPM325,Spring 2024,3,12:45:00,14:05:00,1,0,1,0,0,0,0,Sport and Human Dynamics,Sport Management,Men's Basketball
209082068,SPM345,Spring 2024,3,12:30:00,13:50:00,0,1,0,1,0,0,0,Sport and Human Dynamics,Sport Management,Men's Basketball
209635187,CLS105,Fall 2023,3,12:45:00,14:05:00,1,0,1,0,0,0,0,Arts & Sciences,Arts and Sciences (Undeclared),Football
209635187,EAR104,Fall 2023,1,10:30:00,12:30:00,0,0,0,0,1,0,0,Arts & Sciences,Arts and Sciences (Undeclared),Football
209635187,EAR105,Fall 2023,3,17:00:00,18:20:00,0,1,0,1,0,0,0,Arts & Sciences,Arts and Sciences (Undeclared),Football
209635187,EAR111,Spring 2024,3,14:00:00,15:20:00,0,1,0,1,0,0,0,Arts & Sciences,Psychology,Football
209635187,ECN102,Fall 2023,3,17:15:00,18:35:00,1,0,1,0,0,0,0,Arts & Sciences,Arts and Sciences (Undeclared),Football
209635187,ENG151,Spring 2024,3,14:15:00,15:35:00,1,0,1,0,0,0,0,Arts & Sciences,Psychology,Football
209635187,PED259,Fall 2023,1,00:00:00,00:00:00,0,0,0,0,0,0,0,Arts & Sciences,Arts and Sciences (Undeclared),Football
209635187,PHP121,Fall 2023,3,15:45:00,17:05:00,1,0,1,0,0,0,0,Arts & Sciences,Arts and Sciences (Undeclared),Football
209635187,PHP318,Spring 2024,3,17:15:00,18:35:00,1,0,1,0,0,0,0,Arts & Sciences,Psychology,Football
209635187,SOC367,Fall 2023,3,14:00:00,15:20:00,0,1,0,1,0,0,0,Arts & Sciences,Arts and Sciences (Undeclared),Football
209635187,SOC383,Spring 2024,3,15:45:00,17:05:00,1,0,1,0,0,0,0,Arts & Sciences,Psychology,Football
209635187,WGS101,Spring 2024,3,15:30:00,16:50:00,0,1,0,1,0,0,0,Arts & Sciences,Psychology,Football
209814195,ACC201,Spring 2024,3,12:30:00,13:50:00,0,1,0,1,0,0,0,Sport and Human Dynamics,Sport Management,Women's Lacrosse
209814195,CRS325,Spring 2024,3,11:00:00,12:20:00,0,1,0,1,0,0,0,Sport and Human Dynamics,Sport Management,Women's Lacrosse
209814195,ECN101,Fall 2023,3,17:00:00,18:20:00,0,1,0,1,0,0,0,Sport and Human Dynamics,Sport Management,Women's Lacrosse
209814195,FYS101,Fall 2023,1,NA,NA,0,1,0,0,0,0,0,Sport and Human Dynamics,Sport Management,Women's Lacrosse
209814195,MAT221,Fall 2023,4,11:40:00,12:35:00,1,0,1,1,1,0,0,Sport and Human Dynamics,Sport Management,Women's Lacrosse
209814195,MAX201,Spring 2024,3,09:30:00,10:50:00,0,1,0,1,0,0,0,Sport and Human Dynamics,Sport Management,Women's Lacrosse
209814195,PED259,Fall 2023,0,00:00:00,00:00:00,0,0,0,0,0,0,0,Sport and Human Dynamics,Sport Management,Women's Lacrosse
209814195,PED259,Spring 2024,1,00:00:00,00:00:00,0,0,0,0,0,0,0,Sport and Human Dynamics,Sport Management,Women's Lacrosse
209814195,SOC102,Fall 2023,3,12:30:00,13:50:00,0,1,0,1,0,0,0,Sport and Human Dynamics,Sport Management,Women's Lacrosse
209814195,SPM205,Fall 2023,3,14:15:00,15:35:00,1,0,1,0,0,0,0,Sport and Human Dynamics,Sport Management,Women's Lacrosse
209814195,SPM215,Spring 2024,3,12:45:00,14:05:00,1,0,1,0,0,0,0,Sport and Human Dynamics,Sport Management,Women's Lacrosse
209814195,WGS201,Fall 2023,3,15:45:00,17:05:00,1,0,1,0,0,0,0,Sport and Human Dynamics,Sport Management,Women's Lacrosse
209814195,WRT205,Spring 2024,3,11:40:00,12:35:00,1,0,1,0,1,0,0,Sport and Human Dynamics,Sport Management,Women's Lacrosse
211216564,FIN345,Fall 2023,3,12:45:00,14:05:00,1,0,1,0,0,0,0,Management,Finance,Football
211216564,MGT248,Fall 2023,3,12:30:00,13:50:00,0,1,0,1,0,0,0,Management,Finance,Football
211216564,PED259,Fall 2023,1,00:00:00,00:00:00,0,0,0,0,0,0,0,Management,Finance,Football
211216564,REL101,Fall 2023,3,10:35:00,11:30:00,1,0,1,0,1,0,0,Management,Finance,Football
211216564,SOM354,Fall 2023,3,15:30:00,16:50:00,0,1,0,1,0,0,0,Management,Finance,Football
211216564,WRT307,Fall 2023,3,14:00:00,15:20:00,0,1,0,1,0,0,0,Management,Finance,Football
211412007,BIO224,Spring 2024,2,14:00:00,17:30:00,0,1,0,0,0,0,0,Arts & Sciences,Chemistry,Women's Soccer
211412007,CEN231,Fall 2023,3,12:30:00,13:50:00,0,1,0,1,0,0,0,Engineering & Computer Science,Chemical Engineering,Women's Soccer
211412007,CHE275,Fall 2023,3,17:15:00,18:35:00,1,1,1,0,1,0,0,Engineering & Computer Science,Chemical Engineering,Women's Soccer
211412007,CHE276,Fall 2023,2,15:45:00,16:40:00,1,0,1,0,0,0,0,Engineering & Computer Science,Chemical Engineering,Women's Soccer
211412007,CHE325,Spring 2024,3,17:00:00,18:20:00,1,0,1,1,1,0,0,Arts & Sciences,Chemistry,Women's Soccer
211412007,CHE326,Spring 2024,2,15:45:00,16:45:00,1,0,0,1,0,0,0,Arts & Sciences,Chemistry,Women's Soccer
211412007,CRL300,Fall 2023,2,19:30:00,21:00:00,0,1,0,0,0,0,0,Engineering & Computer Science,Chemical Engineering,Women's Soccer
211412007,ECN101,Spring 2024,3,09:30:00,10:50:00,0,1,0,1,0,0,0,Arts & Sciences,Chemistry,Women's Soccer
211412007,FYS101,Fall 2023,1,NA,NA,1,0,0,0,0,0,0,Engineering & Computer Science,Chemical Engineering,Women's Soccer
211412007,MAT296,Fall 2023,4,11:40:00,12:35:00,1,1,1,0,1,0,0,Engineering & Computer Science,Chemical Engineering,Women's Soccer
211412007,PED259,Fall 2023,1,00:00:00,00:00:00,0,0,0,0,0,0,0,Engineering & Computer Science,Chemical Engineering,Women's Soccer
211412007,PSY205,Spring 2024,3,14:15:00,15:10:00,1,0,1,0,0,0,0,Arts & Sciences,Chemistry,Women's Soccer
211412007,WGS101,Spring 2024,3,17:15:00,18:35:00,1,0,1,0,0,0,0,Arts & Sciences,Chemistry,Women's Soccer
211928836,EDU647,Fall 2023,3,16:00:00,18:45:00,0,0,1,0,0,0,0,Sport and Human Dynamics,Exercise Science,Men's Lacrosse
211928836,EXE606,Fall 2023,3,14:00:00,15:20:00,0,1,0,1,0,0,0,Sport and Human Dynamics,Exercise Science,Men's Lacrosse
211928836,EXE686,Fall 2023,3,14:15:00,15:35:00,1,0,1,0,0,0,0,Sport and Human Dynamics,Exercise Science,Men's Lacrosse
211928836,EXE693,Spring 2024,3,09:30:00,10:50:00,0,1,0,1,0,0,0,Sport and Human Dynamics,Exercise Science,Men's Lacrosse
211928836,EXE700,Spring 2024,3,15:45:00,17:05:00,1,0,1,0,0,0,0,Sport and Human Dynamics,Exercise Science,Men's Lacrosse
211928836,NSD617,Spring 2024,3,NA,NA,0,0,1,0,0,0,0,Sport and Human Dynamics,Exercise Science,Men's Lacrosse
211928836,PHP605,Spring 2024,3,17:00:00,19:45:00,0,1,0,0,0,0,0,Sport and Human Dynamics,Exercise Science,Men's Lacrosse
212069271,EDU202,Spring 2024,0.5,10:30:00,12:30:00,0,1,0,0,0,0,0,Education,Incl Elem&Sp Ed Tchr Prep Prog,Men's Women's Spirit Teams
212069271,EDU303,Spring 2024,3,08:00:00,09:20:00,0,1,0,1,0,0,0,Education,Incl Elem&Sp Ed Tchr Prep Prog,Men's Women's Spirit Teams
212069271,EDU432,Spring 2024,1,18:45:00,20:45:00,1,0,0,0,0,0,0,Education,Incl Elem&Sp Ed Tchr Prep Prog,Men's Women's Spirit Teams
212069271,HST102,Spring 2024,3,10:35:00,11:30:00,1,0,1,1,0,0,0,Education,Incl Elem&Sp Ed Tchr Prep Prog,Men's Women's Spirit Teams
212069271,IDE201,Spring 2024,1,08:00:00,10:15:00,0,0,0,0,1,0,0,Education,Incl Elem&Sp Ed Tchr Prep Prog,Men's Women's Spirit Teams
212069271,MAT118,Spring 2024,3,14:15:00,15:35:00,1,0,1,0,0,0,0,Education,Incl Elem&Sp Ed Tchr Prep Prog,Men's Women's Spirit Teams
212069271,SCI105,Spring 2024,3,15:30:00,16:50:00,0,1,0,1,0,0,0,Education,Incl Elem&Sp Ed Tchr Prep Prog,Men's Women's Spirit Teams
212069271,SPE311,Spring 2024,3,14:00:00,15:20:00,0,1,0,1,0,0,0,Education,Incl Elem&Sp Ed Tchr Prep Prog,Men's Women's Spirit Teams
212199428,CHE106,Fall 2023,3,12:30:00,13:50:00,0,1,1,1,0,0,0,Arts & Sciences,Biochemistry-U,Women's Rowing
212199428,CHE107,Fall 2023,1,10:35:00,13:20:00,1,0,0,0,0,0,0,Arts & Sciences,Biochemistry-U,Women's Rowing
212199428,CHE116,Spring 2024,3,12:30:00,13:50:00,0,1,1,1,0,0,0,Arts & Sciences,Biochemistry-U,Women's Rowing
212199428,CHE117,Spring 2024,1,10:35:00,13:35:00,1,0,0,0,0,0,0,Arts & Sciences,Biochemistry-U,Women's Rowing
212199428,CRL300,Spring 2024,2,19:00:00,20:30:00,0,1,0,0,0,0,0,Arts & Sciences,Biochemistry-U,Women's Rowing
