SUID,Class Code*,Term,max(`Credits Attempted`),first(`Start Time`),first(`End Time`),max(MondayDummy),max(TuesdayDummy),max(WednesdayDummy),max(ThursdayDummy),max(FridayDummy),max(SaturdayDummy),max(SundayDummy),College,Major Desc,Sport
250875053,EXE375,Spring 2024,0,NA,NA,0,0,0,0,0,0,0,Arts & Sciences,Biology,Women's Softball
250875053,EXE415,Fall 2023,3,17:15:00,20:00:00,0,0,1,0,0,0,0,Sport and Human Dynamics,Health and Exercise Science,Women's Softball
250875053,EXE435,Fall 2023,3,08:00:00,09:20:00,0,1,0,1,0,0,0,Sport and Human Dynamics,Health and Exercise Science,Women's Softball
250875053,PHP318,Fall 2023,3,NA,NA,1,0,0,0,0,0,0,Sport and Human Dynamics,Health and Exercise Science,Women's Softball
250875053,SOC102,Fall 2023,3,15:45:00,17:05:00,1,0,1,0,0,0,0,Sport and Human Dynamics,Health and Exercise Science,Women's Softball
250875053,WRT105,Fall 2023,3,08:00:00,09:20:00,1,0,1,0,0,0,0,Sport and Human Dynamics,Health and Exercise Science,Women's Softball
250875053,WRT205,Spring 2024,3,00:00:00,00:00:00,0,0,0,0,0,0,0,Arts & Sciences,Biology,Women's Softball
251302447,ECS391,Fall 2023,3,15:45:00,17:05:00,1,0,1,0,0,0,0,Engineering & Computer Science,Electrical Engineering,Women's Basketball
251302447,HOM314,Fall 2023,3,14:15:00,15:35:00,1,0,1,0,0,0,0,Engineering & Computer Science,Electrical Engineering,Women's Basketball
251302447,IST195,Fall 2023,3,10:35:00,11:30:00,1,0,1,0,1,0,0,Engineering & Computer Science,Electrical Engineering,Women's Basketball
251302447,IST233,Spring 2024,3,12:45:00,13:40:00,1,0,1,0,1,0,0,Information Studies,Info Mgmt & Technology,Women's Basketball
251302447,IST335,Spring 2024,3,14:00:00,15:20:00,0,1,0,1,0,0,0,Information Studies,Info Mgmt & Technology,Women's Basketball
251302447,IST343,Fall 2023,3,11:00:00,12:20:00,0,1,0,1,0,0,0,Engineering & Computer Science,Electrical Engineering,Women's Basketball
251302447,IST344,Fall 2023,3,14:00:00,15:20:00,0,1,0,1,0,0,0,Engineering & Computer Science,Electrical Engineering,Women's Basketball
251302447,PAI300,Spring 2024,3,11:00:00,12:20:00,0,1,0,1,0,0,0,Information Studies,Info Mgmt & Technology,Women's Basketball
251302447,PHP221,Spring 2024,3,12:30:00,13:50:00,0,1,0,1,0,0,0,Information Studies,Info Mgmt & Technology,Women's Basketball
251302447,SOC300,Spring 2024,3,14:15:00,15:35:00,1,0,1,0,0,0,0,Information Studies,Info Mgmt & Technology,Women's Basketball
252515651,ACC201,Spring 2024,3,12:45:00,14:05:00,1,0,1,0,0,0,0,Arts & Sciences,Psychology,Women's Softball
252515651,EAR225,Fall 2023,3,14:15:00,15:35:00,1,0,1,0,0,0,0,Arts & Sciences,Psychology,Women's Softball
252515651,HUM300,Fall 2023,3,15:30:00,16:50:00,0,1,0,1,0,0,0,Arts & Sciences,Psychology,Women's Softball
252515651,MAR301,Spring 2024,3,17:00:00,18:20:00,0,1,0,1,0,0,0,Arts & Sciences,Psychology,Women's Softball
252515651,MAT121,Fall 2023,4,08:00:00,09:20:00,1,1,0,1,0,0,0,Arts & Sciences,Psychology,Women's Softball
252515651,PED259,Spring 2024,1,00:00:00,00:00:00,0,0,0,0,0,0,0,Arts & Sciences,Psychology,Women's Softball
252515651,PSY213,Spring 2024,3,10:35:00,11:30:00,1,0,1,0,0,0,0,Arts & Sciences,Psychology,Women's Softball
252515651,PSY335,Spring 2024,3,12:30:00,13:50:00,0,1,0,1,0,0,0,Arts & Sciences,Psychology,Women's Softball
252515651,PSY374,Fall 2023,3,09:30:00,10:50:00,0,1,0,1,0,0,0,Arts & Sciences,Psychology,Women's Softball
252515651,PSY393,Fall 2023,3,15:45:00,17:05:00,1,0,1,0,0,0,0,Arts & Sciences,Psychology,Women's Softball
252515651,WGS101,Spring 2024,3,15:30:00,16:50:00,0,1,0,1,0,0,0,Arts & Sciences,Psychology,Women's Softball
252515651,WRT205,Spring 2024,3,NA,NA,0,0,0,0,0,0,0,Arts & Sciences,Psychology,Women's Softball
253321888,EEE457,Fall 2023,3,09:30:00,10:50:00,0,1,0,1,0,0,0,Management,Finance,Men's Track
253321888,FIN454,Fall 2023,3,12:30:00,13:50:00,0,1,0,1,0,0,0,Management,Finance,Men's Track
253321888,PHI175,Fall 2023,3,NA,NA,0,0,0,0,0,0,0,Management,Finance,Men's Track
253627560,BDJ465,Fall 2023,3,14:15:00,16:55:00,1,0,1,0,0,0,0,Public Communications,Broadcast & Digital Journalism,Men's Women's Spirit Teams
253627560,BUA400,Spring 2024,3,17:30:00,19:30:00,0,1,0,0,0,0,0,Public Communications,Broadcast & Digital Journalism,Men's Women's Spirit Teams
253627560,CAS200,Spring 2024,1,NA,NA,0,0,0,0,0,0,0,Public Communications,Broadcast & Digital Journalism,Men's Women's Spirit Teams
253627560,COM300,Spring 2024,3,09:30:00,12:30:00,0,0,1,0,0,0,0,Public Communications,Broadcast & Digital Journalism,Men's Women's Spirit Teams
253627560,COM346,Spring 2024,3,17:30:00,20:30:00,0,0,1,0,0,0,0,Public Communications,Broadcast & Digital Journalism,Men's Women's Spirit Teams
253627560,COM505,Fall 2023,3,14:00:00,15:20:00,0,1,0,1,0,0,0,Public Communications,Broadcast & Digital Journalism,Men's Women's Spirit Teams
253627560,CRS325,Fall 2023,3,15:30:00,16:50:00,0,1,0,1,0,0,0,Public Communications,Broadcast & Digital Journalism,Men's Women's Spirit Teams
253627560,EAR117,Fall 2023,3,12:30:00,13:50:00,0,1,0,1,0,0,0,Public Communications,Broadcast & Digital Journalism,Men's Women's Spirit Teams
253627560,PSC315,Spring 2024,3,17:30:00,20:30:00,1,0,0,0,0,0,0,Public Communications,Broadcast & Digital Journalism,Men's Women's Spirit Teams
253627560,SPM325,Fall 2023,3,11:00:00,12:20:00,0,1,0,1,0,0,0,Public Communications,Broadcast & Digital Journalism,Men's Women's Spirit Teams
253627560,TRF560,Spring 2024,3,13:30:00,16:30:00,1,0,0,0,0,0,0,Public Communications,Broadcast & Digital Journalism,Men's Women's Spirit Teams
253747066,EXE700,Spring 2024,3,15:45:00,17:05:00,1,0,1,0,0,0,0,Sport and Human Dynamics,Exercise Science,Men's Track
253747066,EXE764,Spring 2024,6,00:00:00,00:00:00,0,0,0,0,0,0,0,Sport and Human Dynamics,Exercise Science,Men's Track
253747066,FST601,Fall 2023,3,09:30:00,12:15:00,0,0,1,0,0,0,0,Sport and Human Dynamics,Exercise Science,Men's Track
253747066,PHP642,Fall 2023,3,NA,NA,0,0,1,0,0,0,0,Sport and Human Dynamics,Exercise Science,Men's Track
253747066,SOC664,Fall 2023,3,09:30:00,10:50:00,0,1,0,1,0,0,0,Sport and Human Dynamics,Exercise Science,Men's Track
254576616,ADV208,Fall 2023,3,14:15:00,15:35:00,1,0,1,0,0,0,0,Arts & Sciences,Policy Studies,Men's Crew
254576616,AST104,Spring 2024,4,12:45:00,14:05:00,1,0,1,0,1,0,0,Arts & Sciences,Policy Studies,Men's Crew
254576616,COM117,Fall 2023,3,09:30:00,10:50:00,0,1,1,1,0,0,0,Arts & Sciences,Policy Studies,Men's Crew
254576616,COM350,Spring 2024,3,14:00:00,15:20:00,0,1,0,1,0,0,0,Arts & Sciences,Policy Studies,Men's Crew
254576616,GEO103,Fall 2023,3,10:35:00,11:30:00,1,0,1,0,1,0,0,Arts & Sciences,Policy Studies,Men's Crew
254576616,GEO383,Spring 2024,4,09:30:00,10:25:00,1,0,1,0,1,0,0,Arts & Sciences,Policy Studies,Men's Crew
254576616,MAX123,Fall 2023,3,09:30:00,10:25:00,1,0,1,0,0,0,0,Arts & Sciences,Policy Studies,Men's Crew
254576616,PAI305,Fall 2023,3,14:00:00,15:20:00,0,1,0,1,0,0,0,Arts & Sciences,Policy Studies,Men's Crew
254576616,PAI485,Fall 2023,3,12:30:00,13:50:00,0,1,0,1,0,0,0,Arts & Sciences,Policy Studies,Men's Crew
254576616,PED259,Spring 2024,1,00:00:00,00:00:00,0,0,0,0,0,0,0,Arts & Sciences,Policy Studies,Men's Crew
254576616,PSC400,Spring 2024,3,11:00:00,12:20:00,0,1,0,1,0,0,0,Arts & Sciences,Policy Studies,Men's Crew
254576616,PST367,Spring 2024,3,12:30:00,13:50:00,0,1,0,1,0,0,0,Arts & Sciences,Policy Studies,Men's Crew
256521327,EAR105,Fall 2023,3,11:40:00,12:35:00,1,0,1,0,1,0,0,Sport and Human Dynamics,Public Health,Football
256521327,ENG151,Spring 2024,3,14:15:00,15:35:00,1,0,1,0,0,0,0,Sport and Human Dynamics,Public Health,Football
256521327,HEA332,Fall 2023,3,NA,NA,0,0,0,0,0,0,0,Sport and Human Dynamics,Public Health,Football
256521327,PED259,Fall 2023,1,00:00:00,00:00:00,0,0,0,0,0,0,0,Sport and Human Dynamics,Public Health,Football
256521327,PHP303,Spring 2024,3,12:45:00,14:05:00,1,0,1,0,0,0,0,Sport and Human Dynamics,Public Health,Football
256521327,PHP306,Spring 2024,3,11:00:00,12:20:00,0,1,0,1,0,0,0,Sport and Human Dynamics,Public Health,Football
256521327,PHP309,Fall 2023,3,14:00:00,15:20:00,0,1,0,1,0,0,0,Sport and Human Dynamics,Public Health,Football
256521327,PSY205,Fall 2023,3,14:15:00,15:10:00,1,0,1,0,0,0,0,Sport and Human Dynamics,Public Health,Football
256521327,SOC102,Spring 2024,3,15:45:00,17:05:00,1,0,1,0,0,0,0,Sport and Human Dynamics,Public Health,Football
256521327,WGS201,Fall 2023,3,12:45:00,14:05:00,1,0,1,0,0,0,0,Sport and Human Dynamics,Public Health,Football
256521327,WRT105,Spring 2024,3,14:00:00,15:20:00,0,1,0,1,0,0,0,Sport and Human Dynamics,Public Health,Football
257012044,EEE370,Spring 2024,3,18:30:00,21:15:00,0,0,0,1,0,0,0,Management,Finance,Men's Lacrosse
257012044,FIN345,Fall 2023,3,17:15:00,18:35:00,1,0,1,0,0,0,0,Management,Finance,Men's Lacrosse
257012044,FIN346,Fall 2023,3,18:30:00,19:50:00,0,1,0,1,0,0,0,Management,Finance,Men's Lacrosse
257012044,FIN471,Spring 2024,3,11:00:00,12:20:00,0,1,0,1,0,0,0,Management,Finance,Men's Lacrosse
257012044,HST101,Fall 2023,3,09:30:00,10:25:00,1,0,1,0,1,0,0,Management,Finance,Men's Lacrosse
257012044,MES165,Spring 2024,3,NA,NA,0,0,0,0,0,0,0,Management,Finance,Men's Lacrosse
257012044,MES364,Fall 2023,3,NA,NA,0,0,0,0,0,0,0,Management,Finance,Men's Lacrosse
257012044,REL103,Spring 2024,3,NA,NA,0,0,0,0,0,0,0,Management,Finance,Men's Lacrosse
257012044,SOC102,Spring 2024,3,11:40:00,12:35:00,1,0,1,0,0,0,0,Management,Finance,Men's Lacrosse
257012044,WRT114,Fall 2023,3,15:30:00,16:50:00,0,1,0,1,0,0,0,Management,Finance,Men's Lacrosse
257057333,ACC151,Fall 2023,4,12:30:00,13:50:00,0,1,0,1,1,0,0,Management,Finance,Men's Crew
257057333,ACC252,Spring 2024,3,09:30:00,10:50:00,0,1,0,1,0,0,0,Management,Finance,Men's Crew
257057333,CIS151,Fall 2023,3,11:40:00,12:35:00,1,0,1,0,0,0,0,Management,Finance,Men's Crew
257057333,FIN256,Spring 2024,3,14:15:00,15:35:00,1,0,1,0,0,0,0,Management,Finance,Men's Crew
257057333,LPP255,Fall 2023,3,09:30:00,10:50:00,0,1,0,1,0,0,0,Management,Finance,Men's Crew
257057333,MAR255,Spring 2024,3,08:00:00,09:20:00,0,1,0,1,0,0,0,Management,Finance,Men's Crew
257057333,MAS261,Fall 2023,3,14:15:00,15:35:00,1,0,1,0,0,0,0,Management,Finance,Men's Crew
257057333,PED259,Spring 2024,1,00:00:00,00:00:00,0,0,0,0,0,0,0,Management,Finance,Men's Crew
257057333,SCM265,Spring 2024,3,12:45:00,14:05:00,1,0,1,0,0,0,0,Management,Finance,Men's Crew
257057333,SOM122,Fall 2023,3,09:30:00,10:25:00,1,0,1,0,1,0,0,Management,Finance,Men's Crew
257057333,WRT205,Spring 2024,3,NA,NA,0,0,0,0,0,0,0,Management,Finance,Men's Crew
257364241,CLS105,Spring 2024,3,12:45:00,14:05:00,1,0,1,0,0,0,0,Arts & Sciences,Arts and Sciences (Undeclared),Football
257364241,EAR117,Fall 2023,3,12:45:00,14:05:00,1,0,1,0,0,0,0,Arts & Sciences,Arts and Sciences (Undeclared),Football
257364241,ENG151,Spring 2024,3,14:15:00,15:35:00,1,0,1,0,0,0,0,Arts & Sciences,Arts and Sciences (Undeclared),Football
257364241,FYS101,Fall 2023,1,NA,NA,0,1,0,0,0,0,0,Arts & Sciences,Arts and Sciences (Undeclared),Football
257364241,PED259,Fall 2023,1,00:00:00,00:00:00,0,0,0,0,0,0,0,Arts & Sciences,Arts and Sciences (Undeclared),Football
257364241,PHI192,Spring 2024,3,12:30:00,13:50:00,0,1,0,1,0,0,0,Arts & Sciences,Arts and Sciences (Undeclared),Football
257364241,PHP121,Fall 2023,3,15:45:00,17:05:00,1,0,1,0,0,0,0,Arts & Sciences,Arts and Sciences (Undeclared),Football
257364241,REL114,Fall 2023,3,15:30:00,16:50:00,0,1,0,1,0,0,0,Arts & Sciences,Arts and Sciences (Undeclared),Football
257364241,REL252,Spring 2024,3,14:00:00,15:20:00,0,1,0,1,0,0,0,Arts & Sciences,Arts and Sciences (Undeclared),Football
257364241,SOC383,Spring 2024,3,15:45:00,17:05:00,1,0,1,0,0,0,0,Arts & Sciences,Arts and Sciences (Undeclared),Football
257364241,WGS101,Fall 2023,3,17:15:00,18:35:00,1,0,1,0,0,0,0,Arts & Sciences,Arts and Sciences (Undeclared),Football
257364241,WRT105,Fall 2023,3,12:30:00,13:50:00,0,1,0,1,0,0,0,Arts & Sciences,Arts and Sciences (Undeclared),Football
257512745,ASL101,Fall 2023,4,18:45:00,20:05:00,0,1,1,1,0,0,0,Education,Selected Studies In Educ,Men's Soccer
257512745,CLS105,Fall 2023,3,12:45:00,14:05:00,1,0,1,0,0,0,0,Education,Selected Studies In Educ,Men's Soccer
257512745,EAR106,Spring 2024,4,12:45:00,14:05:00,1,0,1,0,0,0,0,Education,Selected Studies In Educ,Men's Soccer
257512745,EDU310,Fall 2023,3,09:30:00,10:50:00,0,1,0,1,0,0,0,Education,Selected Studies In Educ,Men's Soccer
257512745,HFS201,Fall 2023,3,11:00:00,12:20:00,0,1,0,1,0,0,0,Education,Selected Studies In Educ,Men's Soccer
257512745,MAT122,Spring 2024,4,14:00:00,15:20:00,0,1,1,1,0,0,0,Education,Selected Studies In Educ,Men's Soccer
257512745,PAI300,Spring 2024,3,11:00:00,12:20:00,0,1,0,1,0,0,0,Education,Selected Studies In Educ,Men's Soccer
257512745,PED259,Fall 2023,1,00:00:00,00:00:00,0,0,0,0,0,0,0,Education,Selected Studies In Educ,Men's Soccer
257512745,PHI192,Spring 2024,3,09:30:00,10:50:00,0,1,0,1,0,0,0,Education,Selected Studies In Educ,Men's Soccer
257512745,PSY205,Fall 2023,3,08:25:00,09:20:00,1,0,1,0,0,0,0,Education,Selected Studies In Educ,Men's Soccer
257512745,WRT205,Spring 2024,3,14:15:00,15:35:00,1,0,1,0,0,0,0,Education,Selected Studies In Educ,Men's Soccer
257596465,IST614,Fall 2023,3,09:30:00,12:15:00,0,1,0,0,0,0,0,Information Studies,Information Systems,Men's Track
257596465,IST615,Fall 2023,3,20:00:00,21:20:00,0,1,0,0,0,0,0,Information Studies,Information Systems,Men's Track
257596465,IST621,Fall 2023,3,17:00:00,19:45:00,0,0,0,1,0,0,0,Information Studies,Information Systems,Men's Track
257596465,IST654,Fall 2023,3,14:15:00,17:00:00,1,0,0,0,0,0,0,Information Studies,Information Systems,Men's Track
257596465,IST719,Spring 2024,3,09:30:00,12:15:00,0,1,0,0,0,0,0,Information Studies,Information Systems,Men's Track
257596465,IST737,Spring 2024,3,09:30:00,12:15:00,0,0,0,1,0,0,0,Information Studies,Information Systems,Men's Track
257596465,SAL604,Spring 2024,3,NA,NA,0,0,0,0,0,0,0,Information Studies,Information Systems,Men's Track
257596465,SAL621,Spring 2024,3,NA,NA,0,0,0,0,0,0,0,Information Studies,Information Systems,Men's Track
257870562,AAS333,Spring 2024,3,09:30:00,10:50:00,0,1,0,1,0,0,0,Arts & Sciences,Psychology,Women's Soccer
257870562,ENG184,Spring 2024,3,15:45:00,17:05:00,1,0,1,0,0,0,0,Arts & Sciences,Psychology,Women's Soccer
257870562,PED259,Spring 2024,0,00:00:00,00:00:00,0,0,0,0,0,0,0,Arts & Sciences,Psychology,Women's Soccer
257870562,PSC200,Spring 2024,3,15:30:00,16:50:00,0,1,0,1,0,0,0,Arts & Sciences,Psychology,Women's Soccer
257870562,PSY400,Spring 2024,3,12:45:00,14:05:00,1,0,1,0,0,0,0,Arts & Sciences,Psychology,Women's Soccer
257870562,PSY437,Spring 2024,3,14:15:00,15:35:00,1,0,1,0,0,0,0,Arts & Sciences,Psychology,Women's Soccer
257882184,BIO121,Fall 2023,3,18:45:00,20:15:00,1,0,1,0,0,0,0,Arts & Sciences,Psychology,Women's Ice Hockey
257882184,BIO122,Fall 2023,1,17:15:00,20:05:00,0,0,1,0,0,0,0,Arts & Sciences,Psychology,Women's Ice Hockey
257882184,ECN101,Fall 2023,3,17:00:00,18:20:00,0,1,0,1,0,0,0,Arts & Sciences,Psychology,Women's Ice Hockey
257882184,ECN102,Spring 2024,3,17:00:00,18:20:00,0,1,1,1,0,0,0,Arts & Sciences,Psychology,Women's Ice Hockey
257882184,FYS101,Fall 2023,1,NA,NA,1,0,0,0,0,0,0,Arts & Sciences,Psychology,Women's Ice Hockey
257882184,MAT221,Spring 2024,4,09:30:00,10:25:00,1,0,1,0,1,0,0,Arts & Sciences,Psychology,Women's Ice Hockey
257882184,PED259,Fall 2023,0,00:00:00,00:00:00,0,0,0,0,0,0,0,Arts & Sciences,Psychology,Women's Ice Hockey
257882184,PED259,Spring 2024,1,00:00:00,00:00:00,0,0,0,0,0,0,0,Arts & Sciences,Psychology,Women's Ice Hockey
257882184,PSY205,Fall 2023,3,14:15:00,15:10:00,1,0,1,1,0,0,0,Arts & Sciences,Psychology,Women's Ice Hockey
257882184,PSY374,Spring 2024,3,09:30:00,10:50:00,0,1,0,1,0,0,0,Arts & Sciences,Psychology,Women's Ice Hockey
257882184,SOC102,Fall 2023,3,12:30:00,13:50:00,0,1,0,1,0,0,0,Arts & Sciences,Psychology,Women's Ice Hockey
257882184,SPM205,Spring 2024,3,11:00:00,12:20:00,0,1,0,1,0,0,0,Arts & Sciences,Psychology,Women's Ice Hockey
257882184,WGS101,Spring 2024,3,17:15:00,18:35:00,1,0,1,0,0,0,0,Arts & Sciences,Psychology,Women's Ice Hockey
257882184,WRT105,Fall 2023,3,12:45:00,14:05:00,1,0,1,0,0,0,0,Arts & Sciences,Psychology,Women's Ice Hockey
258508248,BIO121,Fall 2023,3,18:45:00,20:15:00,1,0,1,0,0,0,0,Arts & Sciences,Comm Sci & Disorders,Women's Soccer
258508248,BIO122,Fall 2023,1,14:15:00,17:05:00,0,0,1,0,0,0,0,Arts & Sciences,Comm Sci & Disorders,Women's Soccer
258508248,CRL300,Fall 2023,2,19:30:00,21:00:00,0,1,0,0,0,0,0,Arts & Sciences,Comm Sci & Disorders,Women's Soccer
258508248,CSD316,Fall 2023,3,09:30:00,10:50:00,0,1,0,1,0,0,0,Arts & Sciences,Comm Sci & Disorders,Women's Soccer
258508248,CSD422,Fall 2023,3,15:30:00,16:50:00,0,1,0,1,0,0,0,Arts & Sciences,Comm Sci & Disorders,Women's Soccer
258508248,CSD429,Fall 2023,3,14:00:00,15:20:00,0,1,0,1,0,0,0,Arts & Sciences,Comm Sci & Disorders,Women's Soccer
258508248,HFS388,Spring 2024,3,15:45:00,17:05:00,1,0,1,0,0,0,0,Arts & Sciences,Psychology,Women's Soccer
258508248,HST317,Fall 2023,3,12:30:00,13:50:00,0,1,0,1,0,0,0,Arts & Sciences,Comm Sci & Disorders,Women's Soccer
258508248,MAT121,Spring 2024,4,10:35:00,11:30:00,1,1,1,0,1,0,0,Arts & Sciences,Psychology,Women's Soccer
258508248,PED259,Fall 2023,1,00:00:00,00:00:00,0,0,0,0,0,0,0,Arts & Sciences,Comm Sci & Disorders,Women's Soccer
258508248,PHY102,Spring 2024,4,14:15:00,15:35:00,1,0,1,0,1,0,0,Arts & Sciences,Psychology,Women's Soccer
258508248,PSY374,Spring 2024,3,09:30:00,10:50:00,0,1,0,1,0,0,0,Arts & Sciences,Psychology,Women's Soccer
258508248,PSY445,Spring 2024,3,15:30:00,16:50:00,0,1,0,1,0,0,0,Arts & Sciences,Psychology,Women's Soccer
258686574,ARI231,Fall 2023,3,09:30:00,12:00:00,1,0,1,0,0,0,0,Arts & Sciences,Psychology,Men's Crew
258686574,ARI232,Spring 2024,3,12:45:00,15:15:00,1,0,1,0,0,0,0,Arts & Sciences,Psychology,Men's Crew
258686574,DRA107,Fall 2023,3,14:15:00,15:35:00,1,0,1,0,0,0,0,Arts & Sciences,Psychology,Men's Crew
258686574,HOA106,Spring 2024,3,12:30:00,13:25:00,0,1,1,1,0,0,0,Arts & Sciences,Psychology,Men's Crew
258686574,HOM172,Fall 2023,3,14:00:00,15:20:00,0,1,0,1,0,0,0,Arts & Sciences,Psychology,Men's Crew
258686574,PHI197,Spring 2024,3,14:00:00,15:20:00,0,1,0,1,0,0,0,Arts & Sciences,Psychology,Men's Crew
258686574,PSY382,Fall 2023,3,09:30:00,10:50:00,0,1,0,1,0,0,0,Arts & Sciences,Psychology,Men's Crew
258686574,REL103,Spring 2024,3,NA,NA,0,0,0,0,0,0,0,Arts & Sciences,Psychology,Men's Crew
259669140,BIO326,Spring 2024,3,11:00:00,12:20:00,1,1,0,1,0,0,0,Arts & Sciences,Biology,Women's Lacrosse
259669140,CHE106,Fall 2023,3,12:30:00,13:50:00,0,1,1,1,0,0,0,Arts & Sciences,Biology,Women's Lacrosse
259669140,CHE107,Fall 2023,1,14:15:00,17:00:00,1,0,0,0,0,0,0,Arts & Sciences,Biology,Women's Lacrosse
259669140,CHE116,Spring 2024,3,12:30:00,13:50:00,0,1,1,1,0,0,0,Arts & Sciences,Biology,Women's Lacrosse
259669140,CHE117,Spring 2024,1,10:35:00,13:35:00,1,0,0,0,0,0,0,Arts & Sciences,Biology,Women's Lacrosse
259669140,CLS105,Fall 2023,3,12:45:00,14:05:00,1,0,1,0,0,0,0,Arts & Sciences,Biology,Women's Lacrosse
259669140,EAR105,Fall 2023,3,17:00:00,18:20:00,0,1,0,1,0,0,0,Arts & Sciences,Biology,Women's Lacrosse
259669140,MAT221,Fall 2023,4,11:40:00,12:35:00,1,0,1,1,1,0,0,Arts & Sciences,Biology,Women's Lacrosse
259669140,PED259,Spring 2024,1,00:00:00,00:00:00,0,0,0,0,0,0,0,Arts & Sciences,Biology,Women's Lacrosse
259669140,REL242,Fall 2023,3,14:00:00,15:20:00,0,1,0,1,0,0,0,Arts & Sciences,Biology,Women's Lacrosse
259669140,SOC102,Spring 2024,3,09:30:00,10:50:00,0,1,0,1,0,0,0,Arts & Sciences,Biology,Women's Lacrosse
259669140,WRT205,Spring 2024,3,09:30:00,10:25:00,1,0,1,0,1,0,0,Arts & Sciences,Biology,Women's Lacrosse
259789208,CRL320,Spring 2024,3,NA,NA,0,0,0,1,0,0,0,Professional Studies,Not Specified,Men's Lacrosse
259789208,CRL342,Spring 2024,3,NA,NA,0,0,1,0,0,0,0,Professional Studies,Not Specified,Men's Lacrosse
259789208,PPM310,Spring 2024,3,NA,NA,0,0,0,1,0,0,0,Professional Studies,Not Specified,Men's Lacrosse
259789208,PPM315,Spring 2024,3,NA,NA,0,1,0,0,0,0,0,Professional Studies,Not Specified,Men's Lacrosse
260139698,MAT121,Fall 2023,4,15:30:00,16:50:00,1,1,0,1,0,0,0,Arts & Sciences,Sociology,Football
260139698,PAI300,Spring 2024,3,11:00:00,12:20:00,0,1,0,1,0,0,0,Arts & Sciences,Sociology,Football
260139698,PED259,Fall 2023,1,00:00:00,00:00:00,0,0,0,0,0,0,0,Arts & Sciences,Sociology,Football
260139698,REL200,Spring 2024,3,15:45:00,17:05:00,1,0,1,0,0,0,0,Arts & Sciences,Sociology,Football
260139698,SOC102,Fall 2023,3,15:45:00,17:05:00,1,0,1,0,0,0,0,Arts & Sciences,Sociology,Football
260139698,SOC248,Fall 2023,3,14:15:00,15:35:00,1,0,1,0,0,0,0,Arts & Sciences,Sociology,Football
260139698,SOC300,Spring 2024,3,14:00:00,15:20:00,0,1,0,1,0,0,0,Arts & Sciences,Sociology,Football
260139698,SOC305,Fall 2023,3,12:45:00,14:05:00,1,0,1,0,0,0,0,Arts & Sciences,Sociology,Football
260139698,SOC319,Spring 2024,3,12:45:00,14:05:00,1,0,1,0,0,0,0,Arts & Sciences,Sociology,Football
260139698,SOC406,Spring 2024,3,14:15:00,15:35:00,1,0,1,0,0,0,0,Arts & Sciences,Sociology,Football
260139698,WRT205,Fall 2023,3,12:30:00,13:50:00,0,1,0,1,0,0,0,Arts & Sciences,Sociology,Football
261597169,IST664,Fall 2023,3,09:30:00,12:15:00,0,0,1,0,0,0,0,Information Studies,Applied Data Science,Men's Track
261597169,IST718,Fall 2023,3,09:30:00,12:15:00,1,0,0,0,0,0,0,Information Studies,Applied Data Science,Men's Track
261597169,IST719,Fall 2023,3,09:30:00,12:15:00,0,1,0,0,0,0,0,Information Studies,Applied Data Science,Men's Track
261597169,IST737,Spring 2024,3,09:30:00,12:15:00,0,0,0,1,0,0,0,Information Studies,Applied Data Science,Men's Track
261597169,IST782,Spring 2024,1,NA,NA,0,0,0,0,0,0,0,Information Studies,Applied Data Science,Men's Track
261597169,SAL621,Spring 2024,3,NA,NA,0,0,0,0,0,0,0,Information Studies,Applied Data Science,Men's Track
262500082,HFS326,Spring 2024,3,12:30:00,13:50:00,0,1,0,1,0,0,0,Arts & Sciences,Psychology,Field Hockey
262500082,MAT121,Fall 2023,4,08:00:00,09:20:00,0,1,1,1,0,0,0,Arts & Sciences,Maxwell (Undeclared),Field Hockey
262500082,PED259,Fall 2023,1,00:00:00,00:00:00,0,0,0,0,0,0,0,Arts & Sciences,Maxwell (Undeclared),Field Hockey
262500082,PHI191,Fall 2023,3,12:30:00,13:25:00,0,1,0,1,1,0,0,Arts & Sciences,Maxwell (Undeclared),Field Hockey
262500082,PHI245,Fall 2023,3,11:40:00,12:35:00,1,0,1,0,1,0,0,Arts & Sciences,Maxwell (Undeclared),Field Hockey
262500082,PSY213,Spring 2024,3,10:35:00,11:30:00,1,0,1,0,0,0,0,Arts & Sciences,Psychology,Field Hockey
262500082,PSY252,Spring 2024,3,11:40:00,12:35:00,1,0,1,1,0,0,0,Arts & Sciences,Psychology,Field Hockey
262500082,PSY382,Fall 2023,3,09:30:00,10:50:00,0,1,0,1,0,0,0,Arts & Sciences,Maxwell (Undeclared),Field Hockey
262500082,PSY474,Spring 2024,3,09:30:00,10:50:00,0,1,0,1,0,0,0,Arts & Sciences,Psychology,Field Hockey
262500082,SWK328,Spring 2024,3,NA,NA,0,0,0,0,0,0,0,Arts & Sciences,Psychology,Field Hockey
262954486,EAR117,Spring 2024,3,08:00:00,08:55:00,1,0,1,0,1,0,0,Information Studies,Info Mgmt & Technology,Men's Track
262954486,ENG125,Fall 2023,3,11:00:00,12:20:00,0,1,0,1,0,0,0,Information Studies,Info Mgmt & Technology,Men's Track
262954486,ENG151,Spring 2024,3,14:15:00,15:35:00,1,0,1,0,0,0,0,Information Studies,Info Mgmt & Technology,Men's Track
